code,ai_can_execute,ai_commands,ai_packages_needed,ai_logs_output,risk,remark
Wistron-BIOS-00212-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 4 2>/dev/null | grep -iA1 \""Enabled Core Count\""""",dmidecode,"return FULL raw `dmidecode -t 4` output filtered to the `Enabled Core Count` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00213-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 4 2>/dev/null | grep -iA1 \""Thread Count\""""",dmidecode,"return FULL raw `dmidecode -t 4` output filtered to the `Thread Count` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00214-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 4 2>/dev/null | grep -iA1 \""Processor Characteristics\""""",dmidecode,"return FULL raw `dmidecode -t 4` output filtered to the `Processor Characteristics` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00215-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 4 2>/dev/null | grep -iA1 \""CoreCount2\""""",dmidecode,"return FULL raw `dmidecode -t 4` output filtered to the `CoreCount2` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00216-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 4 2>/dev/null | grep -iA1 \""EnabledCoreCount2\""""",dmidecode,"return FULL raw `dmidecode -t 4` output filtered to the `EnabledCoreCount2` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00217-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 4 2>/dev/null | grep -iA1 \""ThreadCount2\""""",dmidecode,"return FULL raw `dmidecode -t 4` output filtered to the `ThreadCount2` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00218-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Socket Designation\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Socket Designation` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00219-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Cache Configuration\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Cache Configuration` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00220-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Maximum Cache Size\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Maximum Cache Size` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00221-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Installed Cache Size\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Installed Cache Size` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00222-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Supported SRAM Type\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Supported SRAM Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00223-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Current SRAM Type\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Current SRAM Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00224-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Cache SRAM Type\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Cache SRAM Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00225-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Cache Speed\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Cache Speed` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00226-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Cache Error Correction Type\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Cache Error Correction Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00227-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Cache System Cache Type\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Cache System Cache Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00228-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Cache Associativity\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Cache Associativity` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00229-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Maximum Cache Size 2\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Maximum Cache Size 2` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00230-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 7 2>/dev/null | grep -iA1 \""Installed Size 2\""""",dmidecode,"return FULL raw `dmidecode -t 7` output filtered to the `Installed Size 2` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00231-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 8 2>/dev/null | grep -iA1 \""Internal Reference Designator\""""",dmidecode,"return FULL raw `dmidecode -t 8` output filtered to the `Internal Reference Designator` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00232-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 8 2>/dev/null | grep -iA1 \""Internal Connector Type\""""",dmidecode,"return FULL raw `dmidecode -t 8` output filtered to the `Internal Connector Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00233-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 8 2>/dev/null | grep -iA1 \""External Reference Designator\""""",dmidecode,"return FULL raw `dmidecode -t 8` output filtered to the `External Reference Designator` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00234-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 8 2>/dev/null | grep -iA1 \""External Connector Type\""""",dmidecode,"return FULL raw `dmidecode -t 8` output filtered to the `External Connector Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00235-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 8 2>/dev/null | grep -iA1 \""Port Type\""""",dmidecode,"return FULL raw `dmidecode -t 8` output filtered to the `Port Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00236-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""Slot Designation\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `Slot Designation` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00237-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""System Slot Type\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `System Slot Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00238-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""System Slot Data Bus Width\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `System Slot Data Bus Width` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00239-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""System Current Usage\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `System Current Usage` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00240-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""System Slot Length\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `System Slot Length` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00241-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""Slot ID\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `Slot ID` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00242-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""Slot Characteristics 1\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `Slot Characteristics 1` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00243-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""Slot Characteristics 2\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `Slot Characteristics 2` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00244-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""Segment Group Num\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `Segment Group Num` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00245-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""Bus Num\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `Bus Num` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00246-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 9 2>/dev/null | grep -iA1 \""Dev Func Num\""""",dmidecode,"return FULL raw `dmidecode -t 9` output filtered to the `Dev Func Num` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00247-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 10 2>/dev/null | grep -iA1 \""Onboard Device Type\""""",dmidecode,"return FULL raw `dmidecode -t 10` output filtered to the `Onboard Device Type` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00248-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 10 2>/dev/null | grep -iA1 \""Description String\""""",dmidecode,"return FULL raw `dmidecode -t 10` output filtered to the `Description String` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00249-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 11 2>/dev/null | grep -iA1 \""Count\""""",dmidecode,"return FULL raw `dmidecode -t 11` output filtered to the `Count` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00250-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 12 2>/dev/null | grep -iA1 \""Count\""""",dmidecode,"return FULL raw `dmidecode -t 12` output filtered to the `Count` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00251-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 13 2>/dev/null | grep -iA1 \""Installable Languages\""""",dmidecode,"return FULL raw `dmidecode -t 13` output filtered to the `Installable Languages` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00252-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 13 2>/dev/null | grep -iA1 \""Flags\""""",dmidecode,"return FULL raw `dmidecode -t 13` output filtered to the `Flags` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
Wistron-BIOS-00253-V005,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""dmidecode -t 13 2>/dev/null | grep -iA1 \""Reserved\""""",dmidecode,"return FULL raw `dmidecode -t 13` output filtered to the `Reserved` value for that section (raw text, verbatim) so the user can diff against expected; judge correctness/persistence after reboot.",,
